"country.code","cc3","country","flow","primary","secondary","tretiary","value"
"KW","KWT","Kuwait","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",77.975403
"KW","KWT","Kuwait","Exports","Machinery and transport equipment","Transport equipment","Automotive products",920.538045
"KW","KWT","Kuwait","Exports","Textiles",NA,NA,20.707676
"KW","KWT","Kuwait","Imports","Chemicals","Pharmaceuticals",NA,1100.883324
"KW","KWT","Kuwait","Imports","Clothing",NA,NA,1149.68462
"KW","KWT","Kuwait","Imports","Fuels and mining products","Fuels",NA,194.225644
"KW","KWT","Kuwait","Imports","Iron and steel",NA,NA,1278.564446
"KW","KWT","Kuwait","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",616.380453
"KW","KWT","Kuwait","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",38.542443
"KW","KWT","Kuwait","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1772.640629
"KW","KWT","Kuwait","Imports","Machinery and transport equipment","Transport equipment","Automotive products",4681.274996
"KW","KWT","Kuwait","Imports","Textiles",NA,NA,412.538785
"KG","KGZ","Kyrgyzstan","Exports","Chemicals","Pharmaceuticals",NA,1.67828
"KG","KGZ","Kyrgyzstan","Exports","Clothing",NA,NA,40.684098
"KG","KGZ","Kyrgyzstan","Exports","Fuels and mining products","Fuels",NA,75.21572
"KG","KGZ","Kyrgyzstan","Exports","Iron and steel",NA,NA,5.281824
"KG","KGZ","Kyrgyzstan","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.359769
"KG","KGZ","Kyrgyzstan","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.027188
"KG","KGZ","Kyrgyzstan","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.67438
"KG","KGZ","Kyrgyzstan","Exports","Machinery and transport equipment","Transport equipment","Automotive products",64.354073
"KG","KGZ","Kyrgyzstan","Exports","Textiles",NA,NA,10.216379
"KG","KGZ","Kyrgyzstan","Imports","Chemicals","Pharmaceuticals",NA,148.381484
"KG","KGZ","Kyrgyzstan","Imports","Clothing",NA,NA,137.888699
"KG","KGZ","Kyrgyzstan","Imports","Fuels and mining products","Fuels",NA,778.131764
"KG","KGZ","Kyrgyzstan","Imports","Iron and steel",NA,NA,351.498402
"KG","KGZ","Kyrgyzstan","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",35.005386
"KG","KGZ","Kyrgyzstan","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",3.365963
"KG","KGZ","Kyrgyzstan","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",80.8402
"KG","KGZ","Kyrgyzstan","Imports","Machinery and transport equipment","Transport equipment","Automotive products",199.049893
"KG","KGZ","Kyrgyzstan","Imports","Textiles",NA,NA,165.449101
"LA","LAO","Laos","Exports","Chemicals","Pharmaceuticals",NA,17.380832
"LA","LAO","Laos","Exports","Clothing",NA,NA,60.525303
"LA","LAO","Laos","Exports","Fuels and mining products","Fuels",NA,538.493183
"LA","LAO","Laos","Exports","Iron and steel",NA,NA,155.891577
"LA","LAO","Laos","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.399285
"LA","LAO","Laos","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",2.314251
"LA","LAO","Laos","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",179.924211
"LA","LAO","Laos","Exports","Machinery and transport equipment","Transport equipment","Automotive products",16.469175
"LA","LAO","Laos","Exports","Textiles",NA,NA,87.406873
"LA","LAO","Laos","Imports","Chemicals","Pharmaceuticals",NA,5.369483
"LA","LAO","Laos","Imports","Clothing",NA,NA,122.647862
"LA","LAO","Laos","Imports","Fuels and mining products","Fuels",NA,226.345118
"LA","LAO","Laos","Imports","Iron and steel",NA,NA,93.629474
"LA","LAO","Laos","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",5.923815
"LA","LAO","Laos","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",3.074493
"LA","LAO","Laos","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",295.77384
"LA","LAO","Laos","Imports","Machinery and transport equipment","Transport equipment","Automotive products",82.136446
"LA","LAO","Laos","Imports","Textiles",NA,NA,27.444727
"LV","LVA","Latvia","Exports","Chemicals","Pharmaceuticals",NA,368.474599
"LV","LVA","Latvia","Exports","Clothing",NA,NA,245.784138
"LV","LVA","Latvia","Exports","Fuels and mining products","Fuels",NA,729.341001
"LV","LVA","Latvia","Exports","Iron and steel",NA,NA,378.421667
"LV","LVA","Latvia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",198.290357
"LV","LVA","Latvia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",63.487845
"LV","LVA","Latvia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1052.589882
"LV","LVA","Latvia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",504.99721
"LV","LVA","Latvia","Exports","Textiles",NA,NA,297.635319
"LV","LVA","Latvia","Imports","Chemicals","Pharmaceuticals",NA,565.455889
"LV","LVA","Latvia","Imports","Clothing",NA,NA,333.251463
"LV","LVA","Latvia","Imports","Fuels and mining products","Fuels",NA,1604.364825
"LV","LVA","Latvia","Imports","Iron and steel",NA,NA,532.412767
"LV","LVA","Latvia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",296.233443
"LV","LVA","Latvia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",99.338226
"LV","LVA","Latvia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1015.448644
"LV","LVA","Latvia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",883.781496
"LV","LVA","Latvia","Imports","Textiles",NA,NA,261.54894
"LB","LBN","Lebanon","Exports","Chemicals","Pharmaceuticals",NA,31.209936
"LB","LBN","Lebanon","Exports","Clothing",NA,NA,70.008329
"LB","LBN","Lebanon","Exports","Fuels and mining products","Fuels",NA,12.917617
"LB","LBN","Lebanon","Exports","Iron and steel",NA,NA,14.650792
"LB","LBN","Lebanon","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",11.440775
"LB","LBN","Lebanon","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",3.705423
"LB","LBN","Lebanon","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",12.855965
"LB","LBN","Lebanon","Exports","Machinery and transport equipment","Transport equipment","Automotive products",23.53363
"LB","LBN","Lebanon","Exports","Textiles",NA,NA,32.084235
"LB","LBN","Lebanon","Imports","Chemicals","Pharmaceuticals",NA,1002.143049
"LB","LBN","Lebanon","Imports","Clothing",NA,NA,473.844506
"LB","LBN","Lebanon","Imports","Fuels and mining products","Fuels",NA,2901.43969
"LB","LBN","Lebanon","Imports","Iron and steel",NA,NA,756.758425
"LB","LBN","Lebanon","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",178.673776
"LB","LBN","Lebanon","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",12.520006
"LB","LBN","Lebanon","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",285.239312
"LB","LBN","Lebanon","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1274.751977
"LB","LBN","Lebanon","Imports","Textiles",NA,NA,254.978225
"LS","LSO","Lesotho","Exports","Chemicals","Pharmaceuticals",NA,0.370488
"LS","LSO","Lesotho","Exports","Clothing",NA,NA,300.309908
"LS","LSO","Lesotho","Exports","Fuels and mining products","Fuels",NA,0.617826
"LS","LSO","Lesotho","Exports","Iron and steel",NA,NA,0.005355
"LS","LSO","Lesotho","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.003762
"LS","LSO","Lesotho","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",2.333908
"LS","LSO","Lesotho","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",11.287814
"LS","LSO","Lesotho","Exports","Machinery and transport equipment","Transport equipment","Automotive products",0.110457
"LS","LSO","Lesotho","Exports","Textiles",NA,NA,18.653816
"LS","LSO","Lesotho","Imports","Chemicals","Pharmaceuticals",NA,17.525535
"LS","LSO","Lesotho","Imports","Clothing",NA,NA,30.869598
"LS","LSO","Lesotho","Imports","Fuels and mining products","Fuels",NA,121.353772
"LS","LSO","Lesotho","Imports","Iron and steel",NA,NA,25.893276
"LS","LSO","Lesotho","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",8.840454
"LS","LSO","Lesotho","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.300947
"LS","LSO","Lesotho","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",27.226192
"LS","LSO","Lesotho","Imports","Machinery and transport equipment","Transport equipment","Automotive products",82.300735
"LS","LSO","Lesotho","Imports","Textiles",NA,NA,120.99386
"LY","LBY","Libya","Exports","Chemicals","Pharmaceuticals",NA,0
"LY","LBY","Libya","Exports","Clothing",NA,NA,0
"LY","LBY","Libya","Exports","Fuels and mining products","Fuels",NA,9873
"LY","LBY","Libya","Exports","Iron and steel",NA,NA,60.241974
"LY","LBY","Libya","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0
"LY","LBY","Libya","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0
"LY","LBY","Libya","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0
"LY","LBY","Libya","Exports","Machinery and transport equipment","Transport equipment","Automotive products",0
"LY","LBY","Libya","Exports","Textiles",NA,NA,0
"LY","LBY","Libya","Imports","Chemicals","Pharmaceuticals",NA,153.996298
"LY","LBY","Libya","Imports","Clothing",NA,NA,111.940775
"LY","LBY","Libya","Imports","Fuels and mining products","Fuels",NA,137.193438
"LY","LBY","Libya","Imports","Iron and steel",NA,NA,1215.995193
"LY","LBY","Libya","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",63.856482
"LY","LBY","Libya","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",3.64051
"LY","LBY","Libya","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",396.46199
"LY","LBY","Libya","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1739.002394
"LY","LBY","Libya","Imports","Textiles",NA,NA,81.557976
"LT","LTU","Lithuania","Exports","Chemicals","Pharmaceuticals",NA,701.292277
"LT","LTU","Lithuania","Exports","Clothing",NA,NA,700.071186
"LT","LTU","Lithuania","Exports","Fuels and mining products","Fuels",NA,4195.803384
"LT","LTU","Lithuania","Exports","Iron and steel",NA,NA,249.205724
"LT","LTU","Lithuania","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",317.668791
"LT","LTU","Lithuania","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",57.184979
"LT","LTU","Lithuania","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",623.877187
"LT","LTU","Lithuania","Exports","Machinery and transport equipment","Transport equipment","Automotive products",737.098899
"LT","LTU","Lithuania","Exports","Textiles",NA,NA,539.399407
"LT","LTU","Lithuania","Imports","Chemicals","Pharmaceuticals",NA,1069.402135
"LT","LTU","Lithuania","Imports","Clothing",NA,NA,481.14888
"LT","LTU","Lithuania","Imports","Fuels and mining products","Fuels",NA,5681.39742
"LT","LTU","Lithuania","Imports","Iron and steel",NA,NA,617.923029
"LT","LTU","Lithuania","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",482.109225
"LT","LTU","Lithuania","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",81.644378
"LT","LTU","Lithuania","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",867.844433
"LT","LTU","Lithuania","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1576.930183
"LT","LTU","Lithuania","Imports","Textiles",NA,NA,634.972657
"LU","LUX","Luxembourg","Exports","Chemicals","Pharmaceuticals",NA,332.436186
"LU","LUX","Luxembourg","Exports","Clothing",NA,NA,142.567437
"LU","LUX","Luxembourg","Exports","Fuels and mining products","Fuels",NA,60.861913
"LU","LUX","Luxembourg","Exports","Iron and steel",NA,NA,2107.512716
"LU","LUX","Luxembourg","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",426.144468
"LU","LUX","Luxembourg","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",44.709201
"LU","LUX","Luxembourg","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",2519.085233
"LU","LUX","Luxembourg","Exports","Machinery and transport equipment","Transport equipment","Automotive products",741.922457
"LU","LUX","Luxembourg","Exports","Textiles",NA,NA,566.358884
"LU","LUX","Luxembourg","Imports","Chemicals","Pharmaceuticals",NA,432.613143
"LU","LUX","Luxembourg","Imports","Clothing",NA,NA,422.865859
"LU","LUX","Luxembourg","Imports","Fuels and mining products","Fuels",NA,1853.876328
"LU","LUX","Luxembourg","Imports","Iron and steel",NA,NA,799.044783
"LU","LUX","Luxembourg","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",692.644282
"LU","LUX","Luxembourg","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",81.844517
"LU","LUX","Luxembourg","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",2755.562414
"LU","LUX","Luxembourg","Imports","Machinery and transport equipment","Transport equipment","Automotive products",2187.789087
"LU","LUX","Luxembourg","Imports","Textiles",NA,NA,298.440549
"MO","MAC","Macau SAR China","Exports","Chemicals","Pharmaceuticals",NA,27.050184
"MO","MAC","Macau SAR China","Exports","Clothing",NA,NA,56.486093
"MO","MAC","Macau SAR China","Exports","Fuels and mining products","Fuels",NA,0.048144
"MO","MAC","Macau SAR China","Exports","Iron and steel",NA,NA,4.978412
"MO","MAC","Macau SAR China","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",9.385879
"MO","MAC","Macau SAR China","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.25786
"MO","MAC","Macau SAR China","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",75.68066
"MO","MAC","Macau SAR China","Exports","Machinery and transport equipment","Transport equipment","Automotive products",27.298501
"MO","MAC","Macau SAR China","Exports","Textiles",NA,NA,3.690025
"MO","MAC","Macau SAR China","Imports","Chemicals","Pharmaceuticals",NA,234.721644
"MO","MAC","Macau SAR China","Imports","Clothing",NA,NA,513.711347
"MO","MAC","Macau SAR China","Imports","Fuels and mining products","Fuels",NA,735.752217
"MO","MAC","Macau SAR China","Imports","Iron and steel",NA,NA,237.952668
"MO","MAC","Macau SAR China","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",226.349922
"MO","MAC","Macau SAR China","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",23.304809
"MO","MAC","Macau SAR China","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1200.142368
"MO","MAC","Macau SAR China","Imports","Machinery and transport equipment","Transport equipment","Automotive products",393.078463
"MO","MAC","Macau SAR China","Imports","Textiles",NA,NA,53.584598
"MK","MKD","Macedonia","Exports","Chemicals","Pharmaceuticals",NA,70.553592
"MK","MKD","Macedonia","Exports","Clothing",NA,NA,527.93159
"MK","MKD","Macedonia","Exports","Fuels and mining products","Fuels",NA,52.551212
"MK","MKD","Macedonia","Exports","Iron and steel",NA,NA,573.428151
"MK","MKD","Macedonia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",4.565879
"MK","MKD","Macedonia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.753145
"MK","MKD","Macedonia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",15.450348
"MK","MKD","Macedonia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",119.558411
"MK","MKD","Macedonia","Exports","Textiles",NA,NA,66.782517
"MK","MKD","Macedonia","Imports","Chemicals","Pharmaceuticals",NA,144.452538
"MK","MKD","Macedonia","Imports","Clothing",NA,NA,72.516471
"MK","MKD","Macedonia","Imports","Fuels and mining products","Fuels",NA,695.979853
"MK","MKD","Macedonia","Imports","Iron and steel",NA,NA,323.486973
"MK","MKD","Macedonia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",66.852181
"MK","MKD","Macedonia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",35.027211
"MK","MKD","Macedonia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",131.646899
"MK","MKD","Macedonia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",276.607531
"MK","MKD","Macedonia","Imports","Textiles",NA,NA,455.517677
"MG","MDG","Madagascar","Exports","Chemicals","Pharmaceuticals",NA,0.605678
"MG","MDG","Madagascar","Exports","Clothing",NA,NA,414.576295
"MG","MDG","Madagascar","Exports","Fuels and mining products","Fuels",NA,64.240415
"MG","MDG","Madagascar","Exports","Iron and steel",NA,NA,0.260422
"MG","MDG","Madagascar","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.56327
"MG","MDG","Madagascar","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.188802
"MG","MDG","Madagascar","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1.441679
"MG","MDG","Madagascar","Exports","Machinery and transport equipment","Transport equipment","Automotive products",1.549865
"MG","MDG","Madagascar","Exports","Textiles",NA,NA,51.540487
"MG","MDG","Madagascar","Imports","Chemicals","Pharmaceuticals",NA,97.716568
"MG","MDG","Madagascar","Imports","Clothing",NA,NA,15.531134
"MG","MDG","Madagascar","Imports","Fuels and mining products","Fuels",NA,496.903651
"MG","MDG","Madagascar","Imports","Iron and steel",NA,NA,82.798349
"MG","MDG","Madagascar","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",23.546126
"MG","MDG","Madagascar","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",18.123734
"MG","MDG","Madagascar","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",57.733449
"MG","MDG","Madagascar","Imports","Machinery and transport equipment","Transport equipment","Automotive products",133.596369
"MG","MDG","Madagascar","Imports","Textiles",NA,NA,344.596881
"MW","MWI","Malawi","Exports","Chemicals","Pharmaceuticals",NA,0.075535
"MW","MWI","Malawi","Exports","Clothing",NA,NA,6.954051
"MW","MWI","Malawi","Exports","Fuels and mining products","Fuels",NA,0.217717
"MW","MWI","Malawi","Exports","Iron and steel",NA,NA,2.461877
"MW","MWI","Malawi","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.967735
"MW","MWI","Malawi","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.015567
"MW","MWI","Malawi","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",0.509339
"MW","MWI","Malawi","Exports","Machinery and transport equipment","Transport equipment","Automotive products",13.023988
"MW","MWI","Malawi","Exports","Textiles",NA,NA,2.106498
"MW","MWI","Malawi","Imports","Chemicals","Pharmaceuticals",NA,196.624646
"MW","MWI","Malawi","Imports","Clothing",NA,NA,13.698299
"MW","MWI","Malawi","Imports","Fuels and mining products","Fuels",NA,249.353669
"MW","MWI","Malawi","Imports","Iron and steel",NA,NA,75.821004
"MW","MWI","Malawi","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",25.505944
"MW","MWI","Malawi","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",4.552737
"MW","MWI","Malawi","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",47.551917
"MW","MWI","Malawi","Imports","Machinery and transport equipment","Transport equipment","Automotive products",122.843408
"MW","MWI","Malawi","Imports","Textiles",NA,NA,102.151331
"MY","MYS","Malaysia","Exports","Chemicals","Pharmaceuticals",NA,334.040367
"MY","MYS","Malaysia","Exports","Clothing",NA,NA,4800.488752
"MY","MYS","Malaysia","Exports","Fuels and mining products","Fuels",NA,32962.210874
"MY","MYS","Malaysia","Exports","Iron and steel",NA,NA,2199.993876
"MY","MYS","Malaysia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",13410.977538
"MY","MYS","Malaysia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",35431.104047
"MY","MYS","Malaysia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",10359.155166
"MY","MYS","Malaysia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",1513.361996
"MY","MYS","Malaysia","Exports","Textiles",NA,NA,1666.77648
"MY","MYS","Malaysia","Imports","Chemicals","Pharmaceuticals",NA,1532.879742
"MY","MYS","Malaysia","Imports","Clothing",NA,NA,1963.888555
"MY","MYS","Malaysia","Imports","Fuels and mining products","Fuels",NA,21758.08031
"MY","MYS","Malaysia","Imports","Iron and steel",NA,NA,5463.613714
"MY","MYS","Malaysia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",6245.333549
"MY","MYS","Malaysia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",28698.087363
"MY","MYS","Malaysia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",6325.336481
"MY","MYS","Malaysia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",6312.126812
"MY","MYS","Malaysia","Imports","Textiles",NA,NA,1645.555086
"MV","MDV","Maldives","Exports","Fuels and mining products","Fuels",NA,0.036762
"MV","MDV","Maldives","Imports","Chemicals","Pharmaceuticals",NA,20.276411
"MV","MDV","Maldives","Imports","Clothing",NA,NA,23.61072
"MV","MDV","Maldives","Imports","Fuels and mining products","Fuels",NA,288.698595
"MV","MDV","Maldives","Imports","Iron and steel",NA,NA,50.505762
"MV","MDV","Maldives","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",34.791936
"MV","MDV","Maldives","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",5.585502
"MV","MDV","Maldives","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",65.216374
"MV","MDV","Maldives","Imports","Machinery and transport equipment","Transport equipment","Automotive products",24.666058
"MV","MDV","Maldives","Imports","Textiles",NA,NA,26.355015
"ML","MLI","Mali","Exports","Chemicals","Pharmaceuticals",NA,0.720475
"ML","MLI","Mali","Exports","Clothing",NA,NA,0.12236
"ML","MLI","Mali","Exports","Fuels and mining products","Fuels",NA,10.250252
"ML","MLI","Mali","Exports","Iron and steel",NA,NA,5.246995
"ML","MLI","Mali","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.141227
"ML","MLI","Mali","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.003487
"ML","MLI","Mali","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1.217554
"ML","MLI","Mali","Exports","Machinery and transport equipment","Transport equipment","Automotive products",28.750785
"ML","MLI","Mali","Exports","Textiles",NA,NA,4.345139
"ML","MLI","Mali","Imports","Chemicals","Pharmaceuticals",NA,168.703253
"ML","MLI","Mali","Imports","Clothing",NA,NA,17.789585
"ML","MLI","Mali","Imports","Fuels and mining products","Fuels",NA,926.007934
"ML","MLI","Mali","Imports","Iron and steel",NA,NA,105.350756
"ML","MLI","Mali","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",21.341043
"ML","MLI","Mali","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",35.38148
"ML","MLI","Mali","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",122.04304
"ML","MLI","Mali","Imports","Machinery and transport equipment","Transport equipment","Automotive products",250.208246
"ML","MLI","Mali","Imports","Textiles",NA,NA,52.446594
"MT","MLT","Malta","Exports","Chemicals","Pharmaceuticals",NA,267.62109
"MT","MLT","Malta","Exports","Clothing",NA,NA,11.991568
"MT","MLT","Malta","Exports","Fuels and mining products","Fuels",NA,344.023782
"MT","MLT","Malta","Exports","Iron and steel",NA,NA,0.895716
"MT","MLT","Malta","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",11.464155
"MT","MLT","Malta","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",550.647699
"MT","MLT","Malta","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",14.006244
"MT","MLT","Malta","Exports","Machinery and transport equipment","Transport equipment","Automotive products",53.1065
"MT","MLT","Malta","Exports","Textiles",NA,NA,32.377801
"MT","MLT","Malta","Imports","Chemicals","Pharmaceuticals",NA,146.801676
"MT","MLT","Malta","Imports","Clothing",NA,NA,91.933613
"MT","MLT","Malta","Imports","Fuels and mining products","Fuels",NA,1296.753949
"MT","MLT","Malta","Imports","Iron and steel",NA,NA,38.209089
"MT","MLT","Malta","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",62.684505
"MT","MLT","Malta","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",313.895663
"MT","MLT","Malta","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",70.99767
"MT","MLT","Malta","Imports","Machinery and transport equipment","Transport equipment","Automotive products",208.368702
"MT","MLT","Malta","Imports","Textiles",NA,NA,30.452604
"MR","MRT","Mauritania","Exports","Fuels and mining products","Fuels",NA,15.628964
"MR","MRT","Mauritania","Exports","Iron and steel",NA,NA,0.054385
"MR","MRT","Mauritania","Imports","Chemicals","Pharmaceuticals",NA,15.578832
"MR","MRT","Mauritania","Imports","Clothing",NA,NA,7.94823
"MR","MRT","Mauritania","Imports","Fuels and mining products","Fuels",NA,305.211338
"MR","MRT","Mauritania","Imports","Iron and steel",NA,NA,45.287725
"MR","MRT","Mauritania","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",2.406048
"MR","MRT","Mauritania","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1.934362
"MR","MRT","Mauritania","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",9.197571
"MR","MRT","Mauritania","Imports","Machinery and transport equipment","Transport equipment","Automotive products",82.699204
"MR","MRT","Mauritania","Imports","Textiles",NA,NA,17.02591
"MU","MUS","Mauritius","Exports","Chemicals","Pharmaceuticals",NA,34.509909
"MU","MUS","Mauritius","Exports","Clothing",NA,NA,762.050619
"MU","MUS","Mauritius","Exports","Fuels and mining products","Fuels",NA,6.134179
"MU","MUS","Mauritius","Exports","Iron and steel",NA,NA,6.718018
"MU","MUS","Mauritius","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",15.772324
"MU","MUS","Mauritius","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.186487
"MU","MUS","Mauritius","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",301.636401
"MU","MUS","Mauritius","Exports","Machinery and transport equipment","Transport equipment","Automotive products",1.736716
"MU","MUS","Mauritius","Exports","Textiles",NA,NA,108.182622
"MU","MUS","Mauritius","Imports","Chemicals","Pharmaceuticals",NA,114.636981
"MU","MUS","Mauritius","Imports","Clothing",NA,NA,69.105457
